nomeprocedimento,codigo
TREINAMENTO DE PACIENTE SUBMETIDO A DIALISE PERITONEAL - DPAC-DPA (9 DIAS)                                                                            ,305010182
ULTRAFILTRACAO                                                                                                                                        ,305010190
HEMODIÁLISE PEDIÁTRICA (MÁXIMO 04 SESSÕES POR SEMANA)                                                                                                 ,305010204
IDENTIFICAÇÃO DE PACIENTE SOB TRATAMENTO DIALÍTICO EM TRÂNSITO                                                                                        ,305010212
TRATAMENTO DA PIELONEFRITE                                                                                                                            ,305020013
TRATAMENTO DE CALCULOSE RENAL                                                                                                                         ,305020021
TRATAMENTO DE HIPERTENSAO NEFROGENA E RENOVASCULAR                                                                                                    ,305020030
TRATAMENTO DE INSUFICIENCIA RENAL AGUDA                                                                                                               ,305020048
TRATAMENTO DE INSUFICIENCIA RENAL CRONICA                                                                                                             ,305020056
COLETA DE SANGUE P/ TRANSFUSAO                                                                                                                        ,306010011
COLETA DE SANGUE P/ TRANSFUSAO (C/ PROCESSADORA AUTOMATICA)                                                                                           ,306010020
TRIAGEM CLINICA DE DOADOR (A) DE SANGUE                                                                                                               ,306010038
AFERESE TERAPEUTICA                                                                                                                                   ,306020017
APLICACAO DE FATOR IX DE COAGULACAO                                                                                                                   ,306020025
APLICACAO DE FATOR VIII DE COAGULACAO                                                                                                                 ,306020033
SANGRIA TERAPEUTICA                                                                                                                                   ,306020041
TRANSFUSAO DE CONCENTRADO DE GRANULOCITOS                                                                                                             ,306020050
TRANSFUSAO DE CONCENTRADO DE HEMACIAS                                                                                                                 ,306020068
TRANSFUSAO DE CONCENTRADO DE PLAQUETAS                                                                                                                ,306020076
TRANSFUSAO DE CRIOPRECIPITADO                                                                                                                         ,306020084
TRANSFUSAO DE PLAQUETAS POR AFERESE                                                                                                                   ,306020092
TRANSFUSAO DE PLASMA FRESCO                                                                                                                           ,306020106
TRANSFUSAO DE PLASMA ISENTO DE CRIOPRECIPITADO                                                                                                        ,306020114
TRANSFUSAO DE SANGUE / COMPONENTES IRRADIADOS                                                                                                         ,306020122
TRANSFUSAO DE SUBSTITUICAO / TROCA (EXSANGUINEOTRANSFUSÃO)                                                                                            ,306020130
TRANSFUSAO DE UNIDADE DE SANGUE TOTAL                                                                                                                 ,306020149
TRANSFUSAO FETAL INTRA-UTERINA                                                                                                                        ,306020157
CAPEAMENTO PULPAR                                                                                                                                     ,307010015
RESTAURAÇÃO DE DENTE DECÍDUO                                                                                                                          ,307010023
RESTAURAÇÃO DE DENTE PERMANENTE ANTERIOR                                                                                                              ,307010031
RESTAURAÇÃO DE DENTE PERMANENTE POSTERIOR                                                                                                             ,307010040
TRATAMENTO DE NEVRALGIAS FACIAIS                                                                                                                      ,307010058
ACESSO A POLPA DENTARIA E MEDICACAO (POR DENTE)                                                                                                       ,307020010
CURATIVO DE DEMORA C/ OU S/ PREPARO BIOMECANICO                                                                                                       ,307020029
OBTURAÇÃO DE DENTE DECÍDUO                                                                                                                            ,307020037
OBTURAÇÃO EM DENTE PERMANENTE BIRRADICULAR                                                                                                            ,307020045
OBTURAÇÃO EM DENTE PERMANENTE COM TRÊS OU MAIS RAÍZES                                                                                                 ,307020053
OBTURAÇÃO EM DENTE PERMANENTE UNIRRADICULAR                                                                                                           ,307020061
PULPOTOMIA DENTÁRIA                                                                                                                                   ,307020070
RETRATAMENTO ENDODÔNTICO EM DENTE PERMANENTE BI-RADICULAR                                                                                             ,307020088
RETRATAMENTO ENDODÔNTICO EM DENTE PERMANENTE COM 3 OU MAIS RAÍZES                                                                                     ,307020096
RETRATAMENTO ENDODÔNTICO EM DENTE PERMANENTE UNI-RADICULAR                                                                                            ,307020100
SELAMENTO DE PERFURAÇÃO RADICULAR                                                                                                                     ,307020118
RASPAGEM ALISAMENTO SUBGENGIVAIS (POR SEXTANTE)                                                                                                       ,307030024
RASPAGEM CORONO-RADICULAR (POR SEXTANTE)                                                                                                              ,307030032
PROFILAXIA / REMOÇÃO DA PLACA BACTERIANA                                                                                                              ,307030040
RASPAGEM ALISAMENTO E POLIMENTO SUPRAGENGIVAIS (POR SEXTANTE)                                                                                         ,307030059
COLOCACAO DE PLACA DE MORDIDA                                                                                                                         ,307040011
